dim,slice,n_games,live_pure_n,live_pure_bias,live_pure_ci_lo,live_pure_ci_hi,live_pure_mae,live_pure_mean_proj,live_pure_mean_actual,live_pure_flag_bias,live_pure_flag_bias_centered,live_rule_n,live_rule_bias,live_rule_ci_lo,live_rule_ci_hi,live_rule_mae,live_rule_mean_proj,live_rule_mean_actual,live_rule_flag_bias,live_rule_flag_bias_centered,p1_n,p1_bias,p1_ci_lo,p1_ci_hi,p1_mae,p1_mean_proj,p1_mean_actual,p1_flag_bias,p1_flag_bias_centered,p2_n,p2_bias,p2_ci_lo,p2_ci_hi,p2_mae,p2_mean_proj,p2_mean_actual,p2_flag_bias,p2_flag_bias_centered,live_ml_n,live_brier,live_hit,live_mean_p_away,live_actual_away_rate,live_brier_dev,live_flag_brier,p1_ml_n,p1_brier,p1_hit,p1_mean_p_away,p1_actual_away_rate,p1_brier_dev,p1_flag_brier,p2_ml_n,p2_brier,p2_hit,p2_mean_p_away,p2_actual_away_rate,p2_brier_dev,p2_flag_brier
park,WSH,52,33,-0.4958,-2.2744,1.2829,3.9455,10.4436,10.9394,0,0,51,-1.4482,-2.835,-0.0615,4.2294,9.8067,11.2549,1,0,52,-0.9715,-2.2986,0.3555,3.9512,10.2977,11.2692,0,0,52,-0.7348,-2.0694,0.5999,3.9454,10.5345,11.2692,0,0,51,0.2463,0.549,0.4692,0.6275,-0.0009,0,52,0.2455,0.5769,0.4742,0.6154,-0.0016,0,52,0.2453,0.5769,0.4836,0.6154,-0.0018,0
day_night,day,585,325,-0.4987,-0.9974,-0.0,3.5192,8.5936,9.0923,1,0,576,-0.5027,-0.8728,-0.1327,3.549,8.4695,8.9722,1,0,585,-0.2263,-0.5875,0.135,3.5123,8.784,9.0103,0,0,585,-0.0495,-0.4116,0.3126,3.5397,8.9608,9.0103,0,0,575,0.2467,0.554,0.4502,0.4609,-0.0005,0,585,0.2462,0.5658,0.4382,0.4632,-0.0009,0,585,0.2471,0.5658,0.4541,0.4632,-0.0,0
day_night,night,970,622,-0.5514,-0.9058,-0.1971,3.534,8.6125,9.164,1,0,961,-0.5671,-0.8486,-0.2856,3.4882,8.4922,9.0593,1,0,970,-0.2369,-0.5162,0.0424,3.4938,8.8023,9.0392,0,0,970,-0.0485,-0.3284,0.2315,3.5213,8.9907,9.0392,0,0,961,0.2476,0.5515,0.4481,0.4849,0.0004,0,970,0.2476,0.5464,0.4371,0.4876,0.0005,0,970,0.247,0.5464,0.4544,0.4876,-0.0001,0
fav,home_fav,1038,633,-0.7206,-1.0732,-0.3679,3.531,8.4627,9.1833,1,0,1027,-0.6058,-0.8771,-0.3344,3.4665,8.367,8.9727,1,0,1038,-0.2969,-0.5637,-0.0301,3.4445,8.6887,8.9855,1,0,1038,-0.1178,-0.3851,0.1495,3.467,8.8678,8.9855,0,0,1027,0.2449,0.5725,0.4289,0.4372,-0.0023,0,1038,0.2448,0.5665,0.4194,0.4383,-0.0023,0,1038,0.2454,0.5665,0.4413,0.4383,-0.0017,0
bucket,8-9,874,519,-0.5657,-0.9551,-0.1764,3.6093,8.4863,9.052,1,0,865,-0.4903,-0.7853,-0.1953,3.5211,8.4623,8.9526,1,0,874,-0.2295,-0.5206,0.0616,3.5068,8.7145,8.9439,0,0,874,-0.0519,-0.3436,0.2398,3.5287,8.892,8.9439,0,0,865,0.2448,0.5671,0.4461,0.4532,-0.0024,0,874,0.2438,0.5698,0.4339,0.4542,-0.0033,0,874,0.2453,0.5698,0.4517,0.4542,-0.0018,0
bucket,<8,399,223,-0.3264,-0.8574,0.2046,3.1608,7.6915,8.0179,0,0,397,-0.5902,-1.005,-0.1753,3.283,7.5106,8.1008,1,0,399,-0.1544,-0.5656,0.2568,3.2792,7.9709,8.1253,0,0,399,0.0092,-0.4038,0.4221,3.3153,8.1345,8.1253,0,0,396,0.2477,0.5606,0.4456,0.4672,0.0005,0,399,0.2491,0.5614,0.4357,0.4712,0.002,0,399,0.2476,0.5614,0.4525,0.4712,0.0005,0
bucket,>9,281,205,-0.6765,-1.3666,0.0136,3.726,9.904,10.5805,0,0,275,-0.6407,-1.2322,-0.0491,3.8084,9.9557,10.5964,1,0,281,-0.3538,-0.9326,0.225,3.807,10.2192,10.573,0,0,281,-0.1197,-0.6995,0.46,3.8395,10.4532,10.573,0,0,275,0.2543,0.4945,0.4622,0.56,0.0071,0,281,0.2546,0.4911,0.4513,0.5658,0.0075,0,281,0.2518,0.4911,0.4649,0.5658,0.0047,0
hand,L-L,128,81,-1.5215,-2.6834,-0.3595,4.241,8.676,10.1975,1,0,126,-0.8908,-1.7617,-0.0198,3.9724,8.506,9.3968,1,0,128,-0.6747,-1.536,0.1866,3.9331,8.7941,9.4688,0,0,128,-0.5075,-1.3671,0.352,3.9354,8.9612,9.4688,0,0,126,0.2439,0.5952,0.449,0.4603,-0.0033,0,128,0.2439,0.5859,0.4423,0.4688,-0.0032,0,128,0.2445,0.5859,0.4568,0.4688,-0.0026,0
hand,R-L,303,181,-0.5649,-1.25,0.1203,3.5502,8.6396,9.2044,0,0,301,-0.6071,-1.1356,-0.0786,3.5817,8.5457,9.1528,1,0,303,-0.3026,-0.819,0.2137,3.543,8.8657,9.1683,0,0,303,-0.1073,-0.625,0.4104,3.5647,9.061,9.1683,0,0,301,0.251,0.5515,0.4502,0.4651,0.0038,0,303,0.2439,0.5644,0.4321,0.4653,-0.0032,0,303,0.2426,0.5644,0.4505,0.4653,-0.0045,0
hand,R-R,738,429,-0.5498,-0.9654,-0.1342,3.4673,8.5248,9.0746,1,0,727,-0.5617,-0.8782,-0.2452,3.4525,8.43,8.9917,1,0,738,-0.2233,-0.5348,0.0882,3.4409,8.7604,8.9837,0,0,738,-0.0453,-0.3576,0.267,3.4672,8.9384,8.9837,0,0,727,0.2453,0.5634,0.4482,0.4746,-0.0019,0,738,0.2497,0.542,0.4359,0.4783,0.0026,0,738,0.2496,0.542,0.4525,0.4783,0.0025,0
team,ARI,104,65,-0.1418,-1.155,0.8713,3.2271,8.7197,8.8615,0,0,103,-0.2351,-1.0853,0.615,3.4637,8.794,9.0291,0,0,104,0.2454,-0.6194,1.1102,3.5956,9.2454,9.0,0,0,104,0.443,-0.4301,1.3161,3.6724,9.443,9.0,0,0,103,0.2415,0.5534,0.4384,0.4369,-0.0057,0,104,0.2357,0.625,0.4412,0.4423,-0.0114,1,104,0.2386,0.625,0.4574,0.4423,-0.0085,0
team,BOS,102,62,-0.0784,-0.8713,0.7145,2.5139,7.8732,7.9516,0,0,99,-0.0188,-0.7175,0.6799,2.8168,7.8903,7.9091,0,0,102,0.4809,-0.213,1.1747,2.9452,8.4907,8.0098,0,1,102,0.6529,-0.0434,1.3492,2.987,8.6627,8.0098,0,1,99,0.2575,0.4747,0.4512,0.5455,0.0103,1,102,0.2546,0.5,0.442,0.5588,0.0075,0,102,0.2497,0.5,0.4599,0.5588,0.0026,0
team,CLE,105,63,-0.0995,-1.0566,0.8576,3.211,7.9005,8.0,0,0,104,-0.2238,-0.9735,0.526,3.2624,7.8628,8.0865,0,0,105,0.0856,-0.6528,0.824,3.2416,8.219,8.1333,0,0,105,0.2621,-0.4764,1.0006,3.247,8.3954,8.1333,0,0,104,0.2612,0.4712,0.4456,0.5,0.014,1,105,0.2539,0.5238,0.4303,0.5048,0.0068,0,105,0.2488,0.5238,0.4486,0.5048,0.0017,0
team,CWS,102,62,-0.9753,-2.096,0.1453,3.6185,8.3795,9.3548,0,0,101,-0.8116,-1.7011,0.0779,3.652,8.3666,9.1782,0,0,102,-0.9043,-1.7671,-0.0416,3.5753,8.2722,9.1765,1,0,102,-0.7336,-1.5963,0.129,3.569,8.4429,9.1765,0,0,101,0.2421,0.5644,0.4518,0.4059,-0.0051,0,102,0.246,0.5784,0.4392,0.402,-0.0011,0,102,0.2479,0.5784,0.4551,0.402,0.0008,0
team,DET,104,63,0.111,-0.7822,1.0041,2.8884,8.0792,7.9683,0,0,103,-0.1409,-0.9014,0.6197,3.1017,8.0533,8.1942,0,0,104,0.1566,-0.6117,0.925,3.1397,8.3105,8.1538,0,0,104,0.3305,-0.4425,1.1035,3.2032,8.4843,8.1538,0,0,103,0.2457,0.5728,0.4524,0.4175,-0.0015,0,104,0.236,0.6058,0.4432,0.4231,-0.0111,1,104,0.2375,0.6058,0.4601,0.4231,-0.0096,0
team,LAA,104,63,-0.6565,-1.8353,0.5223,3.8702,8.5022,9.1587,0,0,104,-0.6621,-1.5758,0.2515,3.7723,8.5206,9.1827,0,0,104,-0.5395,-1.463,0.384,3.7911,8.6432,9.1827,0,0,104,-0.3642,-1.29,0.5616,3.8288,8.8185,9.1827,0,0,104,0.2378,0.5962,0.4521,0.4327,-0.0094,0,104,0.2368,0.6058,0.4356,0.4327,-0.0103,1,104,0.2389,0.6058,0.4509,0.4327,-0.0082,0
team,MIN,105,64,-1.1686,-2.3544,0.0172,3.9292,8.6439,9.8125,0,0,104,-1.3345,-2.257,-0.412,3.8988,8.4347,9.7692,1,0,105,-0.9275,-1.811,-0.044,3.7249,8.863,9.7905,1,0,105,-0.7439,-1.6294,0.1415,3.7119,9.0465,9.7905,0,0,104,0.2493,0.5096,0.4523,0.4904,0.0021,0,105,0.2528,0.5524,0.4331,0.4857,0.0057,0,105,0.2521,0.5524,0.4507,0.4857,0.005,0
team,PHI,104,63,0.0302,-1.1572,1.2175,3.8638,8.6016,8.5714,0,0,103,-0.1903,-1.0579,0.6773,3.5623,8.5379,8.7282,0,0,104,0.3377,-0.5384,1.2138,3.67,9.1069,8.7692,0,0,104,0.5248,-0.3552,1.4048,3.7295,9.2941,8.7692,0,0,103,0.2409,0.5825,0.4502,0.5243,-0.0063,0,104,0.2336,0.6154,0.4406,0.5288,-0.0135,1,104,0.2347,0.6154,0.456,0.5288,-0.0124,1
team,PIT,104,63,-1.4413,-2.6511,-0.2315,4.1089,9.019,10.4603,1,0,102,-1.4637,-2.4563,-0.4711,4.1114,8.6147,10.0784,1,0,104,-1.1278,-2.1077,-0.1479,4.0897,8.8722,10.0,1,0,104,-0.9432,-1.9231,0.0368,4.0817,9.0568,10.0,0,0,102,0.2599,0.4804,0.449,0.4902,0.0127,1,104,0.2581,0.5385,0.4373,0.4904,0.011,1,104,0.2573,0.5385,0.454,0.4904,0.0102,1
team,TB,103,64,-0.733,-1.887,0.4211,3.6733,8.3295,9.0625,0,0,102,-0.5677,-1.4463,0.3108,3.4911,8.1577,8.7255,0,0,103,-0.4074,-1.2721,0.4573,3.5169,8.3499,8.7573,0,0,103,-0.2326,-1.0993,0.6342,3.5527,8.5247,8.7573,0,0,102,0.2309,0.6961,0.4476,0.3725,-0.0163,1,103,0.2351,0.6214,0.4352,0.3786,-0.012,1,103,0.2398,0.6214,0.4554,0.3786,-0.0073,0
team,TEX,103,63,-1.6952,-2.6206,-0.7699,3.3403,7.7016,9.3968,1,1,101,-0.8248,-1.5551,-0.0944,3.0786,7.8485,8.6733,1,0,103,-0.4069,-1.0742,0.2604,2.7985,8.263,8.6699,0,0,103,-0.2329,-0.8991,0.4333,2.7897,8.437,8.6699,0,0,101,0.2482,0.5347,0.4499,0.495,0.001,0,103,0.2453,0.5728,0.4398,0.4854,-0.0018,0,103,0.2444,0.5728,0.4573,0.4854,-0.0027,0
team,WSH,104,63,-0.7092,-1.9766,0.5582,3.8565,9.8622,10.5714,0,0,103,-1.3561,-2.3301,-0.3821,4.0676,9.3332,10.6893,1,0,104,-0.9987,-1.9431,-0.0542,3.876,9.7033,10.7019,1,0,104,-0.7978,-1.7453,0.1497,3.8675,9.9042,10.7019,0,0,103,0.2585,0.4757,0.4463,0.6214,0.0113,1,104,0.2588,0.4904,0.4431,0.6154,0.0117,1,104,0.2565,0.4904,0.4582,0.6154,0.0094,0
